"tipo_bien","numero_oficio","juzgado","tipo_delito","medida","fecha_recepcion","fecha_medida","localizacion","provincia","estupefaciente_sustancia","estupefaciente_cantidad","arma_tipo","arma_numero_serie","arma_marca","arma_modelo","arma_calibre","automotor_tipo","automotor_dominio","automotor_marca","automotor_modelo","automotor_color","automotor_anio","aeronave_numero_serie","aeronave_matricula","aeronave_marca","aeronave_modelo","buque_pais","buque_nombre","buque_matricula","dinero_moneda_descripcion","dinero_cantidad","titulo_tipo","titulo_nombre_emisor","titulo_cantidad","titulo_fecha_vencimiento","titulo_categoria","titulo_bolsa_cotiza","titulo_moneda","otro_clasificacion","otro_detalle","provincia_id"
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","FEC251","Fiat","IVECO",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","FKI583","Ford","RANGER",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","FOA770","Chevrolet","S10",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","FON900","Chevrolet","S10",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","FZC 782","Ford",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","GDL359","Ford","ECOSPORT",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","GGS187","Volkswagen","SAVEIRO",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","GLS985","Ford","RANGER",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","GRP 479","Ford","RANGER",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","GYU831","Volkswagen","CONTELATION",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","GYU855","Mercedes Benz","19325",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","GZK804","Ford","ECOSPORT",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","GZO552","Toyota","HILUX",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","HID335","Scania",,"AZUL",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","HKL080","Scania",,"AZUL",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","HNL880","Ford","RANGER",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","HPE569","Toyota","HILUX",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","IHB546","Scania",,"ROJO",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","IKI674","Scania",,"ROJO",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","JKG347","Volkswagen","AMAROK",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","JVE 317","Dodge","JOURNEY",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","KDG 180","Volkswagen","AMAROK",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","KGE 895","Ford","RANGER",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","KKF738","Scania",,"ROJO",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","KLR749","Scania",,"BLANCO",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","KRW141","Ford","RANGER",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","KVG003","Ford","Ecosport",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","LAA867","Toyota","HILUX",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","LSH892","Scania",,"ROJO",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","LSH893","Scania",,"ROJO",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","MIO550","Ford","RANGER",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","MMO767","Ford","ranger",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","MXP333","Toyota","HILUX",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","NBD 734","Toyota","HILUX",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","NMH781","Chevrolet","S10",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","NMO676","Scania",,"GRIS",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","NNU027","Volkswagen","AMAROK",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","NQQ113","Chevrolet","AVEO",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","OHU598","Hyundai",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","OKY318","Ford","ECOSPORT",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","OUE656","Toyota","HILUX",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","PJJ912","Toyota","HILUX",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","PKK420","Toyota","HILUX",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","PLS908","Toyota","HILUX",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","SIN NUMERO","Ford","RANGER",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","TLA754","Scania","113",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","TMI223","Ford","F100",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Camion/ Camioneta","WWV724","Mercedes Benz","M709D",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"Moto vehículo","500 GXI","BRAVA",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"UTILITARIO","HZX464","Chevrolet","KANGOO",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,"UTILITARIO","IBF922","Renault","KANGOO",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","AHQ710","Renault","19",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","B-811437","Fiat","128",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","DMM703","Ford","Focus",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","EDZ061","Renault","Clio",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","FAG071","Volkswagen","Gol",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","FLH404","Peugeot","307",,"2006",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","GPE150","Chevrolet","Corsa",,"2008",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","HBQ973","BMW","320I",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","HDC654","Volkswagen","Vento",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","IEY584","Volkswagen","Vento",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","JML246","Volkswagen","Bora",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","KMS309","Volkswagen","Voyage",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","LKR325","Chevrolet","Cruze",,"2012",,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","MIB454","Renault","Clio",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","MLC370","Volkswagen","Bora",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","MTV892","Volkswagen","Vento",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","NNG056","Volkswagen","Gol",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","OHU619","Volkswagen","Bora",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","OZU923","Volkswagen","Fox",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","PQK450","Volkswagen","Gol",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","RRR058","Peugeot","405",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","sin chapa patente","Toyota","Hilux 0km",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","sin chapa patente","Volkswagen","Amarok 0km",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","sin chapa patente","Volkswagen","Bora",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","sin chapa patente","Volkswagen","Gol 0km",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","sin chapa patente","Volkswagen","Vento 2.5",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Automóvil","SYJ701","Peugeot","504",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Camion/ Camioneta","BED122","Ford","F100",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Camion/ Camioneta","EQM996","Ford","Ranger",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Camion/ Camioneta","IZO498","Toyota","Hilux",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Camion/ Camioneta","KRK525","Ford","Ranger",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Camion/ Camioneta","LPN896","Ford","Ranger",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Camion/ Camioneta","MGE655","Toyota","Hilux",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Camion/ Camioneta","ONN107","Toyota","Hilux",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Camion/ Camioneta","OWP338","Toyota","Hilux",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Camion/ Camioneta","PAR836","Toyota","Hilux",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Camion/ Camioneta","PDF010","Volkswagen","Amarok",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Camion/ Camioneta","sin chapa patente","Toyota","modelo Hilux 3.0",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Camion/ Camioneta","sin chapa patente","Volkswagen","Amarok 0km",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Casa rodante","sin chapa patente","No informada ",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Cuatriciclo","sin chapa patente","Motomel",,"Naranja",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Cuatriciclo","sin chapa patente","No informada ","310cc",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Cuatriciclo","sin chapa patente","Yamaha",,"Blanco y Azul",,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Moto vehículo","293CSN","Motomel","H70",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"Semiacoplado","WWP599","No informada ",,,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"UTILITARIO","CTY783","Fiat","Ducato",,,,,,,,,,,,,,,,,,,,,""
"automotor",,"Juzgado Federal de Mar del Plata Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2019-04-25",,,,,,,,,,"UTILITARIO","PAE581","Citroën","Berlingo",,,,,,,,,,,,,,,,,,,,,""
