"tipo_bien","numero_oficio","juzgado","tipo_delito","medida","fecha_recepcion","fecha_medida","localizacion","provincia","estupefaciente_sustancia","estupefaciente_cantidad","arma_tipo","arma_numero_serie","arma_marca","arma_modelo","arma_calibre","automotor_tipo","automotor_dominio","automotor_marca","automotor_modelo","automotor_color","automotor_anio","aeronave_numero_serie","aeronave_matricula","aeronave_marca","aeronave_modelo","buque_pais","buque_nombre","buque_matricula","dinero_moneda_descripcion","dinero_cantidad","titulo_tipo","titulo_nombre_emisor","titulo_cantidad","titulo_fecha_vencimiento","titulo_categoria","titulo_bolsa_cotiza","titulo_moneda","otro_clasificacion","otro_detalle","provincia_id"
"dinero",,"Juzgado Federal en lo Crim. y Corr. de Moron Nro. 2","Robo (arts. 164 a 167)","Secuestro",,,"DEPOSITADOS EN EL BANCO DE LA NACION ARGENTINA SUCURSAL MORON",,,,,,,,,,,,,,,,,,,,,,"Peso","5000",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de Moron Nro. 2","Robo (arts. 164 a 167)","Secuestro",,,"DEPOSITADOS EN EL BANCO DE LA NACION ARGENTINA SUCURSAL MORON",,,,,,,,,,,,,,,,,,,,,,"Peso","10000",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de Moron Nro. 2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","245",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de Moron Nro. 2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","10000",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de Moron Nro. 2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Dólar","20",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de Moron Nro. 2","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","10351.2",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de Moron Nro. 3","Extorsión (arts. 168 a 171)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","500",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de Moron Nro. 3","Extorsión (arts. 168 a 171)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","504",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de Moron Nro. 3","Extorsión (arts. 168 a 171)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","1000",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de Moron Nro. 3","Extorsión (arts. 168 a 171)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","2400",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de Moron Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"SUCURSAL MORON DEL BANCO DE LA NACION ARGENTINA",,,,,,,,,,,,,,,,,,,,,,"Peso","6050",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de Moron Nro. 3","Infracción LEY 22362","Secuestro",,,"RESERVADO EN CAJA DE SEGURIDAD DEL TRIBUNAL",,,,,,,,,,,,,,,,,,,,,,"Peso uruguayo","8650",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de Moron Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"CAJA DE SEGURIDAD DE LA DIVISION OPERACIONES FEDERALES DE LA SUPERINTENDENCIA DE DROGAS PELIGROSAS DE LA P.FA.",,,,,,,,,,,,,,,,,,,,,,"Guaranies","8000",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de Moron Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"CAJA DE SEGURIDAD DE LA DIVISION OPERACIONES FEDERALES DE LA SUPERINTENDENCIA DE DROGAS PELIGROSAS DE LA POLIC",,,,,,,,,,,,,,,,,,,,,,"Peso","18541",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de Moron Nro. 3","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"DEPOSITADO EN LA SUCURSAL MORON DEL BANCO DE LA NACION ARGENTINA",,,,,,,,,,,,,,,,,,,,,,"Peso","12800",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de San Isidro Nro.1","Contra libertad. (Art. 140  a 149  ter)","Secuestro",,,"BANCO DE LA NACION ARGENTINA SUCURSAL SAN ISIDRO","Buenos Aires",,,,,,,,,,,,,,,,,,,,,"Dólar","74704",,,,,,,,,,"06"
"dinero",,"Juzgado Federal en lo Crim. y Corr. de San Isidro Nro.1","Contra libertad. (Art. 140  a 149  ter)","Secuestro",,,"BANCO DE LA NACION ARGENTINA SUCURSAL SAN ISIDRO","Buenos Aires",,,,,,,,,,,,,,,,,,,,,"Euro","50",,,,,,,,,,"06"
"dinero",,"Juzgado Federal en lo Crim. y Corr. de San Isidro Nro.1","Contra libertad. (Art. 140  a 149  ter)","Secuestro",,,"BANCO DE LA NACION ARGENTINA SUCURSAL SAN ISIDRO","Buenos Aires",,,,,,,,,,,,,,,,,,,,,"Guaranies","4000",,,,,,,,,,"06"
"dinero",,"Juzgado Federal en lo Crim. y Corr. de San Isidro Nro.1","Contra libertad. (Art. 140  a 149  ter)","Secuestro",,,"BANCO DE LA NACION ARGENTINA SUCURSAL SAN ISIDRO","Buenos Aires",,,,,,,,,,,,,,,,,,,,,"Peso","34722.6",,,,,,,,,,"06"
"dinero",,"Juzgado Federal en lo Crim. y Corr. de San Isidro Nro.1","Contra libertad. (Art. 140  a 149  ter)","Secuestro",,,"BANCO DE LA NACION ARGENTINA SUCURSAL SAN ISIDRO","Buenos Aires",,,,,,,,,,,,,,,,,,,,,"Real","5",,,,,,,,,,"06"
"dinero",,"Juzgado Federal en lo Crim. y Corr. de San Isidro Nro.1","Asociación ilícita (art.210 y 210bis)","Secuestro",,,"PLAZO FIJO - BANCO CIUDAD 383/1554/12",,,,,,,,,,,,,,,,,,,,,,"Dólar","43121",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de San Isidro Nro.1","Asociación ilícita (art.210 y 210bis)","Secuestro",,,"PLAZO FIJO - BANCO CIUDAD 383/1554/12",,,,,,,,,,,,,,,,,,,,,,"Euro","87860",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de San Isidro Nro.1","Asociación ilícita (art.210 y 210bis)","Secuestro",,,"PLAZO FIJO - BANCO CIUDAD 383/1554/12",,,,,,,,,,,,,,,,,,,,,,"Guaranies","100000",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de San Isidro Nro.1","Asociación ilícita (art.210 y 210bis)","Secuestro",,,"PLAZO FIJO - BANCO CIUDAD 383/1554/12",,,,,,,,,,,,,,,,,,,,,,"Libra ","295",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de San Isidro Nro.1","Asociación ilícita (art.210 y 210bis)","Secuestro",,,"PLAZO FIJO - BANCO CIUDAD 383/1554/12",,,,,,,,,,,,,,,,,,,,,,"Peso","499199",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de San Isidro Nro.1","Asociación ilícita (art.210 y 210bis)","Secuestro",,,"PLAZO FIJO - BANCO CIUDAD 383/1554/12",,,,,,,,,,,,,,,,,,,,,,"Real","4692",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de San Isidro Nro.1","INFRACCION LEY 24.767 – EXTRADICION","Secuestro",,,"CUENTA DEL DEPOSITO 9900037777",,,,,,,,,,,,,,,,,,,,,,"Peso","511",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de Tres de Febrero","Estafas y otras defraudaciones ( art. 172 a 175)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Dólar","25",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de Tres de Febrero","Estafas y otras defraudaciones ( art. 172 a 175)","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","1900",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de Tres de Febrero","Estafas y otras defraudaciones ( art. 172 a 175)","Secuestro",,,"EN LA CUENTA DE ESTE TRIBUNAL EN EL BANCO NACION DE LA REPUBLICA ARGENTINA",,,,,,,,,,,,,,,,,,,,,,"Peso","47150",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de Tres de Febrero","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"BANCO NACION SUCURSAL SAN MARTIN",,,,,,,,,,,,,,,,,,,,,,"Peso","10268",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de Tres de Febrero","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"BANCO NACION SUCURSAL SAN MARTIN",,,,,,,,,,,,,,,,,,,,,,"Real","90",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Crim. y Corr. de Tres de Febrero","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","122",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Criminal y Correccional de San Martín Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"BANCO DE LA NACION ARGENTINA. SUCURSAL SAN MARTIN",,,,,,,,,,,,,,,,,,,,,,"Peso","1358",,,,,,,,,,""
"dinero",,"Juzgado Federal en lo Criminal y Correccional de San Martín Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Afectado a otra medida",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","442",,,,,,,,,,""
"dinero",,"Tribunal Oral Criminal Federal de Concepción del Uruguay","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-09-25",,,,,,,,,,,,,,,,,,,,,,,"Dólar","71403",,,,,,,,,,""
"dinero",,"Tribunal Oral Criminal Federal de Concepción del Uruguay","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-09-25",,,,,,,,,,,,,,,,,,,,,,,"Peso","1100003.15",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Comodoro Rivadavia","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-09-10",,,,,,,,,,,,,,,,,,,,,,,"Dólar","200",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Comodoro Rivadavia","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-09-10",,,,,,,,,,,,,,,,,,,,,,,"Peso","93600",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Comodoro Rivadavia","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","34347",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Comodoro Rivadavia","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","111819",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Córdoba Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Dólar","1800",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Córdoba Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Guaranies","170000",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Córdoba Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","4792",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Córdoba Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso boliviano","200",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Córdoba Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Real","300",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Córdoba Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-10-08",,,,,,,,,,,,,,,,,,,,,,,"Peso","1250",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Córdoba Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-10-08",,,,,,,,,,,,,,,,,,,,,,,"Peso","3000",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Córdoba Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-10-08",,,,,,,,,,,,,,,,,,,,,,,"Peso","8300",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Córdoba Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-10-08",,,,,,,,,,,,,,,,,,,,,,,"Peso","9036",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Córdoba Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-10-08",,,,,,,,,,,,,,,,,,,,,,,"Peso","10000",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Córdoba Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-10-08",,,,,,,,,,,,,,,,,,,,,,,"Peso","15759",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Córdoba Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-10-08",,,,,,,,,,,,,,,,,,,,,,,"Peso","184000",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Córdoba Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","81554",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Córdoba Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","3411765",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Córdoba Nro. 1","Asociación ilícita (art.210 y 210bis)","Decomiso",,"2019-09-11",,,,,,,,,,,,,,,,,,,,,,,"Dólar","1131",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Córdoba Nro. 1","Asociación ilícita (art.210 y 210bis)","Decomiso",,"2019-09-11",,,,,,,,,,,,,,,,,,,,,,,"Peso","621349",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Córdoba Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2019-05-20",,,,,,,,,,,,,,,,,,,,,,,"Dólar","24100",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Córdoba Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2019-05-20",,,,,,,,,,,,,,,,,,,,,,,"Peso","1542531",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Córdoba Nro. 1","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2019-05-20",,,,,,,,,,,,,,,,,,,,,,,"Real","281",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Corrientes","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2019-10-16",,,,,,,,,,,,,,,,,,,,,,,"Peso","45369.65",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Corrientes","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,"DEPOSITADOS EN EL BANCO NACIÓN",,,,,,,,,,,,,,,,,,,,,,"Peso","20045",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Corrientes","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-09-26",,,,,,,,,,,,,,,,,,,,,,,"Peso","3500",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Corrientes","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-11-17",,,,,,,,,,,,,,,,,,,,,,,"Peso","111410",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Corrientes","Contra libertad. (Art. 140  a 149  ter)","Decomiso",,"2018-06-13",,,,,,,,,,,,,,,,,,,,,,,"Dólar","2",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Corrientes","Contra libertad. (Art. 140  a 149  ter)","Decomiso",,"2018-06-13",,,,,,,,,,,,,,,,,,,,,,,"Peso","6530",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Corrientes","Contra libertad. (Art. 140  a 149  ter)","Decomiso",,"2018-06-13",,,,,,,,,,,,,,,,,,,,,,,"Real","552",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Corrientes","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-02-19",,,,,,,,,,,,,,,,,,,,,,,"Peso","84574",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Corrientes","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2019-05-14",,,,,,,,,,,,,,,,,,,,,,,"Peso","769",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Corrientes","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Guaranies","12399000",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Corrientes","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","63217",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Corrientes","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-05-11",,,,,,,,,,,,,,,,,,,,,,,"Peso","6000",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Corrientes","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-10-09",,,,,,,,,,,,,,,,,,,,,,,"Dólar","2",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Corrientes","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-10-09",,,,,,,,,,,,,,,,,,,,,,,"Peso","10358",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Corrientes","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-10-09",,,,,,,,,,,,,,,,,,,,,,,"Real","26",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Corrientes","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2019-08-08","Banco de la Nación Argentina, sucursal Paso de los Libres","Corrientes",,,,,,,,,,,,,,,,,,,,,"Peso","16070",,,,,,,,,,"18"
"dinero",,"Tribunal Oral en lo Criminal Federal de Corrientes","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-11-06",,,,,,,,,,,,,,,,,,,,,,,"Peso","7882",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Formosa","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,"DEPOSITADA EN BANCO NACIÓN",,,,,,,,,,,,,,,,,,,,,,"Peso","5402",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Formosa","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"BANCO DE LA NACION ARGENTINA","Formosa",,,,,,,,,,,,,,,,,,,,,"Peso","2500",,,,,,,,,,"34"
"dinero",,"Tribunal Oral en lo Criminal Federal de Formosa","INFRACCION ley 22415 - CODIGO ADUANERO","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","15236",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Formosa","INFRACCION ley 22415 - CODIGO ADUANERO","Secuestro",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","7055",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Formosa","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,"2018-11-09","BANCO DE LA NACION ARGENTINA",,,,,,,,,,,,,,,,,,,,,,"Peso","117050",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Formosa","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"CAJA DE SEGURIDAD DEL BANCO DE LA NACION ARGENTINA",,,,,,,,,,,,,,,,,,,,,,"Dólar","702",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Formosa","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"CAJA DE SEGURIDAD DEL BANCO DE LA NACION ARGENTINA",,,,,,,,,,,,,,,,,,,,,,"Guaranies","180091",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Formosa","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"BANCO DE LA NACION ARGENTINA CUENTA 9900113831",,,,,,,,,,,,,,,,,,,,,,"Peso","77544",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Formosa","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Secuestro",,,"CAJA DE SEGURIDAD DEL BANCO DE LA NACION ARGENTINA",,,,,,,,,,,,,,,,,,,,,,"Real","14",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Fuego, Antartida e Islas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-09-08",,,,,,,,,,,,,,,,,,,,,,,"Peso","225110.86",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Fuego, Antartida e Islas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-09-07",,,,,,,,,,,,,,,,,,,,,,,"Dólar","7950",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Fuego, Antartida e Islas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-09-07",,,,,,,,,,,,,,,,,,,,,,,"Euro","320",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Fuego, Antartida e Islas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-09-07",,,,,,,,,,,,,,,,,,,,,,,"Peso","15585",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Fuego, Antartida e Islas","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-06-15","Banco de la Nación Argentina",,,,,,,,,,,,,,,,,,,,,,"Peso","3107.08",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de General Roca","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-05-02",,,,,,,,,,,,,,,,,,,,,,,"Peso","15300",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de General Roca","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","15245",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de General Roca","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,,,,,,,,,,,,,,,,,,,,,,,,"Peso","740008",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de General Roca","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-11-24",,,,,,,,,,,,,,,,,,,,,,,"Dólar","2034",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de General Roca","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2017-11-24",,,,,,,,,,,,,,,,,,,,,,,"Peso","8630",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de General Roca","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-08-07",,,,,,,,,,,,,,,,,,,,,,,"Peso","20614",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de General Roca","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2019-06-25",,,,,,,,,,,,,,,,,,,,,,,"Peso","140000",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de General Roca","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2018-06-12",,,,,,,,,,,,,,,,,,,,,,,"Peso","718",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de General Roca","INFRACCION LEY 23737 - REGIMEN LEGAL DE ESTUPEFACIENTES","Decomiso",,"2019-04-01",,,,,,,,,,,,,,,,,,,,,,,"Peso","10000",,,,,,,,,,""
"dinero",,"Tribunal Oral en lo Criminal Federal de Jujuy","INFRACCION LEY 26364 - PREVENCION Y SANCION DE LA TRATA DE PERSONAS Y ASISTENCIA A SUS VICTIMAS","Decomiso",,,"DESTINADO COMO FONDO PARA ASISTENCIA DIRECTA A LAS VICTIMAS",,,,,,,,,,,,,,,,,,,,,,"Peso","11200",,,,,,,,,,""
